"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",437.8,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",411.6,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",361.4,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",344.4,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",333.5,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",316.5,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",293.2,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",286.3,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",264.3,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",243.8,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",246.1,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",227.3,,
"KOR","Korea","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",212.6,"E","Estimated value"
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",735.6,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",700.5,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",663,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",596.8,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",619.2,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",654.7,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",687.5,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",657.9,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",637.1,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",553.4,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",462.6,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",389,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",380.3,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",330.7,,
"ROU","Romania","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",323,"E","Estimated value"
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",178.4,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",171.7,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",168.2,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",171.8,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",159.5,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",137.7,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",129.3,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",120.7,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",117.1,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",107.8,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",92.3,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",85.9,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",85.7,"B","Break"
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",72.2,,
"AUT","Austria","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",67.3,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2000","2000",225.2,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2001","2001",222.5,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2002","2002",204.8,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2003","2003",159.9,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2004","2004",145.9,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2005","2005",137.5,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2006","2006",120.7,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2007","2007",117.1,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2008","2008",107.5,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2009","2009",107,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2010","2010",99.4,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2011","2011",98,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2012","2012",86.4,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2013","2013",77.2,,
"FRA","France","T-ACCI-KIL_PER_VEH","Fatalities per million motor vehicles","2014","2014",79.7,,
